processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
JAGWI009-11	WI-JAG-009	1861270		WI-JAG-009	Research Collection of Victor Gonzalez		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Julio A. Genaro		Linnaeus, 1758					JA Genaro, A Perez							A	M	S						18.7795	-70.435	Coordinates from country centroid						Dominican Republic		caseta 2, Sierra de Bahoruco			1048351	http://www.boldsystems.org/pics/JAGWI/WI-JAG-009+1288328312.jpg	Dorsal	adult	Julio A Genaro		No Rights Reserved	Caribbean Natural History Group	Julio A Genaro
JAGWI015-11	WI-JAG-015	1861276		WI-JAG-015	Research Collection of Victor Gonzalez		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Julio A. Genaro		Cramer, 1775					A Lopez, A Perez, JA Genaro							A	M	S														Dominican Republic	Pedernales	Parque Nacional Jaragua			1048357	http://www.boldsystems.org/pics/JAGWI/WI-JAG-015+1288332514.jpg	Dorsal	adult	Julio A Genaro		No Rights Reserved	Caribbean Natural History Group	Julio A Genaro
JAGWI020-11	WI-JAG-020	1861281		WI-JAG-020	Research Collection of Victor Gonzalez		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Julio A. Genaro		Cramer, 1775					OH Garrido							A	M	S														Cuba	Ciudad de la Habana	Monte Barreto			1048362	http://www.boldsystems.org/pics/JAGWI/WI-JAG-020+1288332806.jpg	Dorsal	adult	Julio A Genaro		No Rights Reserved	Caribbean Natural History Group	Julio A Genaro
KLEPI144-11	MSA 874	2354879		MSA 874	National Museums of Kenya		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			J. Mugambi		Linnaeus, 1758					Dicken Odeny							A						Freshly collected		-4.043	39.653							Kenya	Coast	Mombasa		Kibundani									
LEGI121-10	USNM ENT 00645920	1392008	USNM ENT 00645920	USNM ENT 00645920	New Guinea Binatang Research Center		BOLD:AAI9597	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	34928	Danaus affinis			Legi Sam		Fabricius, 1775					L.Sam & F.Kimbeng							A	M	S				BNYMP005	Open areas	-5.25	145.267			50				Papua New Guinea	Madang	Usino Bundi District	Wanang Conservation Area	Open areas									
LEPAR193-11	MACN-Bar-Lep-ct 01649	2046952	MACN-Bar-Lep 01649		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAZ7818	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	172067	Danaus erippus			Ezequiel O. Nunez Bustos		Cramer, 1775					E. Nunez Bustos, C. Kopuchian y N. Garcia							A	M	S						-31.8787	-58.2693			22				Argentina	Entre Rios	Departamento de Colon	Parque Nacional El PalMar	La Glorieta									
LEPIG519-11	MACN-Bar-Lep-ct 02480	2147938	MACN-Bar-Lep 02480	MACN-Bar-Lep-ct 02480	Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAZ7818	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	172067	Danaus erippus			Ezequiel O. Nunez Bustos		Cramer, 1775					E. Nunez Bustos, C. Kopuchian, Pablo Tubaro y Aldo Fortino							A	F	S						-25.715	-54.4408			204				Argentina	Misiones	Departamento de Iguazu	Parque Nacional Iguazu	Seccional Timbo									
LEPPA573-13	MACN-Bar-Lep-ct 03950	3292733	MACN-Bar-Lep 03950		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAZ7478	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19690	Danaus eresimus			Ezequiel O. Nunez Bustos		Cramer, 1777					Ezequiel Nunez Bustos, Cecilia Kopuchian y Pablo Tubaro							adult	F	S				subespecie plexaure		-26.18	-58.94							Argentina	Formosa	Departamento Laishi	Ea. El Bagual	Reserva Ecologica									
LEPPA813-13	MACN-Bar-Lep-ct 03738	3292973	MACN-Bar-Lep 03738		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAZ7818	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	172067	Danaus erippus			Ezequiel O. Nunez Bustos		Cramer, 1775					Ezequiel Nunez Bustos, Cecilia Kopuchian y Pablo Lavinia							adult	F	S						-27.5529	-58.6795			55				Argentina	Corrientes	Departamento Capital	San Cayetano	EBCO									
LOQTI440-11	gvc16532-1L	1953576	gvc16532		Research Collection of Graeme V. Cocks		BOLD:AAI9597	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	34928	Danaus affinis			Graeme V. Cocks		Fabricius, 1775					G. Cocks							A						malaise trap		-19.2828	146.801			10				Australia	Queensland	Townsville		Hermit Park	1248122	http://www.boldsystems.org/pics/LOQTI/gvc16532+1312388106.jpg	Dorsal		Graeme V. Cocks	2010	CreativeCommons - Attribution Non-Commercial		Graeme Cocks
LOQTI736-12	gvc17476-1L	2413540		gvc17476	Centre for Biodiversity Genomics		BOLD:AAI9597	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	34928	Danaus affinis			Graeme V. Cocks		Fabricius, 1775					G. V. Cocks							A						malaise trap		-19.283	146.801			10				Australia	Queensland	Townsville			1538758	http://www.boldsystems.org/pics/LOQTI/gvc17476+1302741676.jpg	Dorsal		Graeme V. Cocks	2011	CreativeCommons - Attribution Non-Commercial		Graeme V. Cocks
LYPAP514-09	MAL-02608	1143013	L-70562	L-70562	El Colegio de la Frontera Sur		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19690	Danaus eresimus			Aixchel Maya		Cramer, 1777					David Berdugo							A	F	S				montezuma		20.829	-89.812							Mexico	Yucatan			Uman, Hacienda Poxila									
LYPAP530-09	MAL-02624	1143029	L-02803	L-02803	El Colegio de la Frontera Sur			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Carmen Pozo de la Tijera		Cramer, 1775					Noemi Salas							A		S				thersippus		19.195	-88.102							Mexico	Quintana Roo			X-Hazil									
MHAAA280-05	99-SRNP-11213	40029	99-SRNP-11213	99-SRNP-11213	University of Pennsylvania			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus					Cramer, 1775					gusaneros					DHJ:ACG		A	F	S						10.759	-85.373			570				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Mundo Nuevo	Porton Rivas	47499|47500	http://www.boldsystems.org/pics/MHAAA/99-SRNP-11213-DHJ96870.jpg|http://www.boldsystems.org/pics/MHAAA/99-SRNP-11213-DHJ96871.jpg	Dorsal|Ventral	Dorsal|Ventral	Daniel H. Janzen|Daniel H. Janzen	2005|2005	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHAAA281-05	98-SRNP-5372	40030	98-SRNP-5372	98-SRNP-5372	University of Pennsylvania			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus					Cramer, 1775					Lucia Rios					DHJ:ACG		A	M	S						11.032	-85.526			280				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector El Hacha	Sendero Tigre	47461|47462	http://www.boldsystems.org/pics/MHAAA/98-SRNP-5372-DHJ96872.jpg|http://www.boldsystems.org/pics/MHAAA/98-SRNP-5372-DHJ96873.jpg	Dorsal|Ventral	Dorsal|Ventral	Daniel H. Janzen|Daniel H. Janzen	2005|2005	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHACG747-05	00-SRNP-353	40313	00-SRNP-353	00-SRNP-353	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758					Gloria Sihezar					DHJ:ACG		A	M	S						10.872	-85.393			630				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Sector San Cristobal	Sendero Pinyal	22035|45783|45784|22034	http://www.boldsystems.org/pics/MHACG/00-SRNP-353-DHJ96744.jpg|http://www.boldsystems.org/pics/MHAAA/00-SRNP-353-DHJ96744.jpg|http://www.boldsystems.org/pics/MHAAA/00-SRNP-353-DHJ96745.jpg|http://www.boldsystems.org/pics/MHACG/00-SRNP-353-DHJ96745.jpg	Dorsal|Dorsal|Ventral|Ventral	Dorsal|Dorsal|Ventral|Ventral	Daniel H. Janzen|Daniel H. Janzen|Daniel H. Janzen|Daniel H. Janzen	2005|2005|2005|2005	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen|Daniel H. Janzen|Daniel H. Janzen
MHACG750-05	00-SRNP-20751	40316	00-SRNP-20751	00-SRNP-20751	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758					Freyci Vargas					DHJ:ACG		A	F	S						10.904	-85.287			410				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Rincon Rainforest	Camino Rio Francia	22041|22040|45755|45756	http://www.boldsystems.org/pics/MHACG/00-SRNP-20751-DHJ96751.jpg|http://www.boldsystems.org/pics/MHACG/00-SRNP-20751-DHJ96750.jpg|http://www.boldsystems.org/pics/MHAAA/00-SRNP-20751-DHJ96750.jpg|http://www.boldsystems.org/pics/MHAAA/00-SRNP-20751-DHJ96751.jpg	Ventral|Dorsal|Dorsal|Ventral	Ventral|Dorsal|Dorsal|Ventral	Daniel H. Janzen|Daniel H. Janzen|Daniel H. Janzen|Daniel H. Janzen	2005|2005|2005|2005	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen|Daniel H. Janzen|Daniel H. Janzen
MHMYC1253-09	09-SRNP-495	1206614	09-SRNP-495	09-SRNP-495	Research Collection of D. H. Janzen & W. Hallwachs		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758					Osvaldo Espinoza					DHJ:ACG										10.914	-85.382			460				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Sector San Cristobal	Rio Areno	1976094|1976091	http://www.boldsystems.org/pics/MHMYC/09-SRNP-495-DHJ507243+1365547256.jpg|http://www.boldsystems.org/pics/MHMYC/09-SRNP-495-DHJ507242+1365547256.jpg	Adult|Adult	|	Daniel H. Janzen|Daniel H. Janzen	2013|2013	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHMYL8055-16	16-SRNP-35008	7359031	16-SRNP-35008	16-SRNP-35008	University of Pennsylvania		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	402976	Danaus montezuma			Daniel H. Janzen							Harry Ramirez							adult	M	S						10.9047	-85.468			820				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Cacao	Rancho Harold									
MHMYL8064-16	16-SRNP-35042	7359040	16-SRNP-35042	16-SRNP-35042	University of Pennsylvania		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	402976	Danaus montezuma			Daniel H. Janzen							Harry Ramirez							adult	F	S						10.9047	-85.468			820				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Cacao	Rancho Harold									
RDLQB654-05	DH010757	181803		DH010757	Research Collection of Daniel Handfield		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758					D.Handfield							A	M					BOX-RECORD-0446	Mercure dans Agricole , champs	45.596	-73.255							Canada	Quebec	St-Mathieu de Beloeil		355 Des Grands Coteaux	53745	http://www.boldsystems.org/pics/RDLQB/DH010757.jpg	Dorsal	Dorsal	CBG Photography Group	2010	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group
SAMOA023-17	CB_MOU05	8338831	CB_MOU05	CB_MOU05	National University of Samoa		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Claudia Bruschini	morphological	Linnaeus, 1758			leg		C.Bruschini							adult		S						-13.989	-171.932			7				Samoa		Upolu		Matareva									
SAMOA116-17	CB_MOU8	8338924	CB_MOU9	CB_MOU8	National University of Samoa		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Claudia Bruschini	morphological	Linnaeus, 1758			leg		C. Bruschini							adult		S						-13.989	-171.932			7				Samoa		Upolu		Matareva									
USLEP1490-10	10BBLEP-01490	1552615	10BBLEP-01490	L#2010FL-372	Centre for Biodiversity Genomics		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus					Cramer, 1775					Biobus 2010							A		S				Myakka River SP	Freehand Sampling|Hot and sunny, low winds	27.2756	-82.2661			7				United States	Florida	Myakka River SP	Fox`s Low Trail	Dry Prairie	832847	http://www.boldsystems.org/pics/USLEP/IMG_3064+1279027928.jpg	Dorsal		CBG Photography Group	2010	CreativeCommons - Attribution	Centre for Biodiversity Genomics	Alison Forde
WALPB2429-14	BIOUG12060-B09	4396289	BIOUG12060-B09		Centre for Biodiversity Genomics		BOLD:AAB3216	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Paul D.N. Hebert		Linnaeus, 1758					P.M. Heath							A							No day specified	-17.511	124.253							Australia	Western Australia			Elendale Diamond Mine	2316933	http://www.boldsystems.org/pics/WALPB/BIOUG12060-B09+1400013364.JPG	Dorsal		CBG Photography Group	2014	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group
WMB521-11	RVcoll.11-H613	2128157		RVcoll.11-H613	Institut de Biologia Evolutiva (CSIC-UPF), Butterfly Diversity and Evolution Lab		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Leonardo Dapporto		Linnaeus, 1758												A		S				Lampedusa		35.52	12.55							Italy	Sicily	Agrigento		Isola di Lampedusa, Sicilian Islands									
WMB6945-19	RVcoll16L001	10422898	RVcoll16L001	RVcoll16L001	Institut de Biologia Evolutiva (CSIC-UPF), Butterfly Diversity and Evolution Lab		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus					Linnaeus, 1758																		Sardinia		42.982	12.7637	Coordinates from country centroid						Italy				Sardinia									
AGIRI015-17	RO-NBAIR-15	8136690		RO-NBAIR-15	National Bureau of Agricultural Insect Resources, India		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus					Linnaeus, 1758		DNA/Tissue Vouchered Only													Milkweed			KJ817359	GenBank Submitted	12.9716	77.5946			920				India		Bangalore											
ANICT933-11	11ANIC-06933	1891676	ANIC Database No. 31 045059	11ANIC-06933	Australian National Insect Collection		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			ANIC Curators		Linnaeus, 1758					M.S.Upton							A		S						-35.58	150.09							Australia	New South Wales			Congo, 8km SebyE of Moruya	1094876	http://www.boldsystems.org/pics/ANICT/11ANIC_06933+1301866400.JPG	Dorsal		CSIRO/CBG Photography Group	2011	CreativeCommons - Attribution	Centre for Biodiversity Genomics	Jaclyn McCormick
ASARD2239-12	INB0003816828	2396441	INB0003816828	INB0003816828	Instituto Nacional de Biodiversidad, Costa Rica		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Isidro Chacon		Linnaeus, 1758					J. Montero							A	M	S						10.902	-85.281			450				Costa Rica	Alajuela	Upala	Aguas Claras	Estacion Caribe	1506929|1506930	http://www.boldsystems.org/pics/ASARD/INB0003816828-IACH001437+1327953148.jpg|http://www.boldsystems.org/pics/ASARD/INB0003816828-IACH001438+1327953148.jpg	Body|Body	|	National Biodiversity Institute of Costa Rica|National Biodiversity Institute of Costa Rica	2012|2012	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	National Biodiversity Institute of Costa Rica|National Biodiversity Institute of Costa Rica	|
BBLOD929-11	BIOUG01569-E08	2230804	BIOUG01569-E08	L#11BIOBUS-2188	Centre for Biodiversity Genomics		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Allison Brown	BOLD ID Engine and Morphology (Jul 2018)	Cramer, 1775					Biobus 2011							A		S				Dead Horse Ranch State Park	hand collecting|sunny and hot	34.754	-112.018	GPSmap 60Cx		1019				United States	Arizona	Dead Horse Ranch State Park	around quail loop campground	dry forested area around campground									
BBLOD949-11	BIOUG01569-G04	2230824	BIOUG01569-G04	L#11BIOBUS-2244	Centre for Biodiversity Genomics		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Allison Brown	BOLD ID Engine and Morphology (Jul 2018)	Cramer, 1775					Biobus 2011							A		S				Dead Horse Ranch State Park	hand collecting|sunny and hot	34.763	-112.021	GPSmap 60Cx		1027				United States	Arizona	Dead Horse Ranch State Park	tavasci marsh trail	marsh, dry forest and small bush									
BKKP118-18	1QSH005	9026229	1QSH005	1QSH005	Naresuan University		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Gary Sing Kong Wah		Linnaeus, 1758					Narong Jaturas							Adult			Park					13.806	100.549							Thailand	Bangkok	Bangkok Metropolitan Region		Queen Sirikit Park	3527244	http://www.boldsystems.org/pics/BKKP/1QSH005+1502360966.JPG	Dorsal		Sing Kong Wah	2018	CreativeCommons - Attribution Non-Commercial No Derivatives	Kunming Institute of Zoology	Sing Kong Wah
BKKP378-18	1STG004	9026489	1STG004	1STG004	Naresuan University		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Gary Sing Kong Wah		Linnaeus, 1758					Narong Jaturas							Adult			Park					13.787	100.674							Thailand	Bangkok	Bangkok Metropolitan Region		Seri Thai Park	3527299	http://www.boldsystems.org/pics/BKKP/1STG004+1502385224.JPG	Dorsal		Sing Kong Wah	2018	CreativeCommons - Attribution Non-Commercial No Derivatives	Kunming Institute of Zoology	Sing Kong Wah
BKKP458-18	2RMH022	9026569	2RMH022	2RMH022	Naresuan University		BOLD:AAI9595	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31512	Danaus genutia			Gary Sing Kong Wah		Cramer, 1779					Narong Jaturas							Adult			Park					13.688	100.665							Thailand	Bangkok	Bangkok Metropolitan Region		Rama XI Park	3527559	http://www.boldsystems.org/pics/BKKP/2RMH022+1502958888.JPG	Dorsal		Sing Kong Wah	2018	CreativeCommons - Attribution Non-Commercial No Derivatives	Kunming Institute of Zoology	Sing Kong Wah
BKKP589-18	2TBF005	9026700	2TBF005	2TBF005	Naresuan University		BOLD:AAI9595	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31512	Danaus genutia			Gary Sing Kong Wah		Cramer, 1779					Narong Jaturas							Adult			Park					13.652	100.492							Thailand	Bangkok	Bangkok Metropolitan Region		Thonburirom Park	3533380	http://www.boldsystems.org/pics/BKKP/2TBF005+1502976628.JPG	Dorsal		Sing Kong Wah	2018	CreativeCommons - Attribution Non-Commercial No Derivatives	Kunming Institute of Zoology	Sing Kong Wah
